-1.83E-22,5.42E-22,-1.21E-20
1,4.74E-07,4.21E-07
2,1.17E-06,-2.15E-07
3,2.56E-06,1.21E-06
4,3.78E-06,2.27E-06
5,6.05E-06,2.24E-06
6,7.87E-06,1.99E-06
7,8.94E-06,2.05E-06
8,1.08E-05,2.14E-06
9,1.34E-05,6.59E-07
10,1.39E-05,9.70E-07
11,1.51E-05,9.07E-07
12,1.54E-05,3.12E-07
13,1.67E-05,1.54E-06
14,1.92E-05,2.53E-06
15,2.14E-05,9.32E-08
16,2.16E-05,5.28E-07
17,2.26E-05,6.49E-07
18,2.41E-05,1.43E-06
19,2.63E-05,6.38E-07
20,2.77E-05,-3.36E-07
21,2.81E-05,4.77E-08
22,2.87E-05,3.39E-07
23,2.92E-05,3.96E-07
24,2.96E-05,-5.75E-07
25,2.92E-05,-1.38E-06
24,3.08E-05,-3.14159
23,3.00E-05,-3.14159
22,2.89E-05,-3.14159
21,2.84E-05,-3.14159
20,2.77E-05,-3.14159
20,1.00003,1.5708
20,2.00003,1.5708
20,3.00003,1.5708
20,4.00003,1.5708
20,5.00003,1.5708
21,5.00003,5.00E-07
22,5.00003,4.98E-07
23,5.00003,1.21E-06
24,5.00003,1.40E-06
25,5.00003,1.82E-06
26,5.00003,1.83E-06
27,5.00003,2.05E-06
28,5.00004,2.04E-06
29,5.00004,2.02E-06
30,5.00004,2.01E-06
31,5.00004,2.07E-06
32,5.00004,2.10E-06
33,5.00005,2.01E-06
34,5.00005,1.95E-06
35,5.00005,1.83E-06
36,5.00005,1.82E-06
37,5.00005,1.79E-06
38,5.00005,1.97E-06
39,5.00005,1.94E-06
40,5.00006,2.35E-06
41,5.00006,1.87E-06
42,5.00006,1.79E-06
43,5.00006,1.36E-06
44,5.00006,7.70E-07
45,5.00006,6.07E-07
46,5.00006,7.10E-07
47,5.00006,1.01E-06
48,5.00006,2.04E-06
49,5.00007,1.43E-06
50,5.00007,9.73E-07
50,6.00007,1.5708
50,7.00007,1.5708
50,8.00007,1.5708
50,9.00007,1.5708
50,10.0001,1.5708
50,11.0001,1.5708
50,12.0001,1.5708
50,13.0001,1.5708
50,14.0001,1.5708
50,15.0001,1.5708
50,16.0001,1.5708
50,17.0001,1.5708
50,18.0001,1.5708
50,19.0001,1.5708
50,20.0001,1.5708
50,21.0001,1.5708
50,22.0001,1.5708
50,23.0001,1.5708
50,24.0001,1.5708
50,25.0001,1.5708
50,26.0001,1.5708
50,27.0001,1.5708
50,28.0001,1.5708
50,29.0001,1.5708
50,30.0001,1.5708
49,30.0001,-3.14159
48,30.0001,-3.14159
47,30.0001,-3.14159
46,30.0001,-3.14159
45,30.0001,-3.14159
45,31.0001,1.5708
44.9999,32.0001,1.5708
44.9999,33.0001,1.5708
44.9999,34.0001,1.5708
44.9999,35.0001,1.5708
44.9999,36.0001,1.5708
44.9999,37.0001,1.5708
44.9999,38.0001,1.5708
44.9999,39.0001,1.5708
44.9999,40.0001,1.5708
44.9999,41.0001,1.5708
44.9999,42.0001,1.5708
44.9999,43.0001,1.5708
44.9999,44.0001,1.5708
44.9999,45.0001,1.5708
44.9999,46.0001,1.5708
44.9999,47.0001,1.5708
44.9999,48.0001,1.5708
44.9999,49.0001,1.5708
44.9999,50.0001,1.5708
43.9999,50.0001,-3.14159
42.9999,50.0001,-3.14159
41.9999,50.0001,-3.14159
40.9999,50.0001,-3.14159
39.9999,50.0001,-3.14159
39.9999,49.0001,-1.57079
39.9999,48.0001,-1.57079
39.9999,47.0001,-1.57079
39.9999,46.0001,-1.57079
39.9999,45.0001,-1.5708
39.9999,44.0001,-1.5708
39.9999,43.0001,-1.5708
39.9999,42.0001,-1.5708
39.9999,41.0001,-1.5708
39.9999,40.0001,-1.5708
40.9999,40.0001,1.34E-06
41.9999,40.0001,7.10E-07
42.9999,40.0001,-2.19E-07
43.9999,40.0001,1.76E-06
44.9999,40.0001,4.11E-07
44.9999,39.0001,-1.5708
44.9999,38.0001,-1.57079
44.9999,37.0001,-1.5708
44.9999,36.0001,-1.57079
44.9999,35.0001,-1.57079
44.9999,34.0001,-1.57079
44.9999,33.0001,-1.57079
44.9999,32.0001,-1.57079
45,31.0001,-1.57079
45,30.0001,-1.57079
45,29.0001,-1.57079
45,28.0001,-1.57079
45,27.0001,-1.5708
45,26.0001,-1.5708
45,25.0001,-1.5708
44,25.0001,-3.14159
43,25.0001,-3.14159
42,25.0001,-3.14159
41,25.0001,-3.14159
40,25.0001,-3.14159
39,25.0001,3.14159
38,25.0001,-3.14159
37,25.0001,-3.14159
36,25,-3.14159
35,25,-3.14159
34,25,-3.14159
33,25,3.14159
32,25,-3.14159
31,25,-3.14159
30,25,-3.14159
29,25,-3.14159
28,25,-3.14159
27,25,-3.14159
26,25,-3.14159
25,25,-3.14159
25,26,1.5708
25,27,1.5708
25,28,1.5708
25,29,1.5708
24.9999,30,1.5708
24.9999,31,1.5708
24.9999,32,1.5708
24.9999,33,1.5708
24.9999,34,1.5708
24.9999,35,1.5708
24.9999,36,1.5708
24.9999,37,1.5708
24.9999,38,1.5708
24.9999,39,1.5708
24.9999,40,1.5708
24.9999,41,1.5708
24.9999,42,1.5708
24.9999,43,1.5708
24.9999,44,1.5708
24.9999,45,1.5708
24.9999,46,1.5708
24.9999,47,1.5708
24.9999,48,1.5708
24.9999,49,1.5708
24.9999,50,1.5708
23.9999,50,-3.14159
22.9999,50,-3.14159
21.9999,50,-3.14159
20.9999,50,-3.14159
19.9999,50,-3.14159
18.9999,50,-3.14159
17.9999,50,-3.14159
16.9999,50,-3.14159
15.9999,50,-3.14159
14.9999,50,-3.14159
13.9999,50,-3.14159
12.9999,50,-3.14159
11.9999,50,-3.14159
10.9999,50,-3.14159
9.99992,50,-3.14159
8.99992,50,-3.14159
7.99992,50,-3.14159
6.99992,50,-3.14159
5.99992,50,-3.14159
4.99992,50,-3.14159
3.99992,50,-3.14159
2.99992,50,-3.14159
1.99992,50,-3.14159
0.999921,50,-3.14159
-7.85E-05,50,-3.14159
-1.00008,50,-3.14159
